单词,词向量,近似top20
jiang,"[ 0.1875882   0.28546923  0.12948638 -0.06868175 -0.2011373  -0.30787334
 -0.06125352  0.00944698 -0.5235753  -0.20894052 -0.11396336 -0.10942718
 -0.16280216 -0.6033687  -0.01491929 -0.34965944  0.25560492  0.14832178
 -0.31919232 -0.07914137 -0.2718837  -0.2739085   0.0872355   0.226565
 -0.27150333 -0.05346475  0.22254543  0.5341101   0.37258777  0.38919222
 -0.12875381 -0.4724435   0.1216626  -0.5434703   0.22797877 -0.02927338
 -0.57397264 -0.24919587  0.00832556 -0.3842506  -0.18676962 -0.3778237
 -0.18933061  0.3914945  -0.07397343  0.34240034  0.23957726 -0.5469164
  0.19648874  0.32693523]","['exercise', 'improvement', 'principles', 'become', 'province', 'make', 'development', 'traditional', 'according', 'president', 'based', 'allowed', 'political', '3', 'increasing', 'shall', 'effort', 'reached', 'workers', 'lu']"
made,"[-0.0718115   0.1846686  -0.2814057  -0.05836752 -0.05235827  0.0768823
  0.07231756 -0.0950347   0.10380688  0.23044309 -0.14701745  0.13671032
  0.13580585 -0.25989372  0.08309565  0.02554218  0.03657477  0.03341351
  0.09382062 -0.05413123 -0.12333621  0.14177942  0.21833445 -0.05383206
  0.10313987  0.17723408  0.15862432  0.13709038  0.08233025  0.00904902
 -0.08001611 -0.08599175  0.12278397 -0.05929358  0.09751814 -0.0208858
 -0.21746813  0.05024463 -0.11186921 -0.09611182  0.12139002  0.12274548
  0.1684338  -0.16561955 -0.33144233 -0.09553281 -0.09179422 -0.06381518
 -0.03715843 -0.08271963]","['failed', 'peace', 'network', 'asked', 'immediately', 'modernization', 'plan', 'well', 'province', 'socalled', 'regional', 'challenges', 'civil', '100', 'vice', 'unity', 'higher', 'evil', 'personnel', 'exchanges']"
system,"[ 0.07415158  0.00341941 -0.02293812 -0.00807651  0.06086298  0.11271548
 -0.12633993  0.05430543  0.04749231 -0.1830917   0.21837628 -0.13054721
  0.13246873 -0.00394282 -0.00306241 -0.02284797  0.07023719  0.00935573
  0.09375925  0.05976862 -0.00392952 -0.10722287  0.04818179 -0.08381426
  0.06610965 -0.05140545  0.00909956 -0.1588847  -0.00199922 -0.08654445
  0.08986256 -0.09660985 -0.04770659  0.11711513  0.03322696 -0.03547088
 -0.02533566  0.11030038  0.11076349  0.04845364 -0.04276868 -0.03773714
 -0.01972047 -0.11968625 -0.03563669 -0.07952548 -0.12476246 -0.1334971
  0.25667542  0.00589832]","['failed', 'theory', 'department', 'political', 'arms', 'implement', 'situation', 'plan', 'congress', 'regional', 'know', 'continued', 'family', 'bush', 'well', 'nuclear', 'protecting', 'part', 'complete', 'role']"
foreign,"[ 0.06712985  0.15512031  0.05051922 -0.07207374 -0.1947944   0.19488877
 -0.15005071  0.41947576 -0.05743343 -0.01301946 -0.5589223   0.37869018
 -0.38370296  0.18167548  0.36616504  0.08693497 -0.3702535  -0.02260711
 -0.1617245  -0.28449994 -0.21263999  0.14332427  0.12663777  0.32666335
 -0.2991054  -0.16371681 -0.19490087 -0.18871905 -0.12156571  0.19096318
 -0.08792122 -0.03635953  0.06382453  0.17438777 -0.20829861 -0.10513707
 -0.07102282 -0.07811267  0.21880758 -0.31873503  0.18068177  0.3495233
 -0.21313494 -0.03972238 -0.23627472  0.15729107  0.03474423  0.30967316
  0.40141195 -0.06987365]","['independence', 'mechanism', 'opinions', 'asked', 'come', 'strong', 'firmly', '10th', 'wish', 'failed', 'session', 'sides', 'major', 'go', 'cause', 'differences', 'peoples', 'korea', 'wishes', 'could']"
three,"[ 0.12816398  0.19919723 -0.3330324   0.19432938  0.16378471  0.2235704
 -0.08240504  0.19401354 -0.28572133 -0.31722665 -0.24658129  0.00344755
 -0.416819   -0.51060575 -0.18123412  0.32453614 -0.10326988  0.13768515
 -0.36381787 -0.22957353 -0.23751535  0.31016088  0.22090745  0.01169951
 -0.23144819  0.46239007 -0.08054911  0.05121338 -0.17210016 -0.00469327
  0.15273617  0.27424988  0.02685597 -0.2687341  -0.01763443  0.03271996
  0.18058467  0.16447574 -0.3834321  -0.08116314 -0.04087546 -0.12477235
 -0.5621305   0.07978217  0.2366888   0.06770666  0.06627799  0.01774836
  0.3972949   0.28747237]","['strive', 'improvement', 'kinds', 'force', 'attack', 'challenges', 'results', 'seriously', 'whole', 'currently', 'discussion', 'comrade', 'tasks', 'laid', 'talks', 'environment', 'russian', 'military', 'competition', 'resolve']"
political,"[ 0.04961139 -0.03736053  0.34853882 -0.25382507 -0.08724214  0.11691673
  0.23934294  0.05218802  0.12021076 -0.03262961 -0.14643723 -0.02449321
 -0.0730318   0.11313941 -0.16909309  0.09952766  0.13880743 -0.01168369
 -0.19769739  0.15050575  0.18285586 -0.08318657  0.12008615  0.20306112
 -0.6188838  -0.22225451 -0.07634594 -0.24231422 -0.08721083 -0.05270993
  0.28584373 -0.43219575  0.03724269 -0.14790696  0.18702605 -0.22288355
 -0.04419472  0.10546627  0.25384942  0.06849574  0.0305512   0.3245981
 -0.19614358 -0.09103559 -0.15146512  0.02168155  0.14965944  0.44122705
  0.2280945   0.10396802]","['nations', 'expanding', '2', 'activities', 'wishes', 'indeed', 'concerned', 'zhu', 'bush', 'asked', 'organization', 'toward', 'although', 'around', 'american', 'nuclear', 'cold', 'cultural', 'certain', 'largescale']"
time,"[ 0.01104803  0.07789391  0.07918495  0.16108055  0.01877146  0.07923901
  0.01443779 -0.0573062  -0.16697815 -0.03394316 -0.01984197  0.07950765
 -0.00923335 -0.08676142 -0.1001958  -0.23239414  0.0420081   0.04995593
 -0.11123483  0.02141705  0.0374986  -0.0074246  -0.13132936 -0.00956542
  0.10152353 -0.02256719  0.13463022 -0.07429656  0.11910213 -0.07689995
  0.08334064 -0.02430272 -0.02283691  0.05304765 -0.08351591  0.05289945
 -0.06770428 -0.08992006 -0.12665811  0.06060898 -0.13999304  0.01694722
 -0.06229066  0.08854555  0.08057524 -0.06962176 -0.01210581 -0.16129616
  0.1404113  -0.07639384]","['failed', 'development', 'efforts', 'strengthening', 'future', 'cpc', 'made', 'parties', 'says', 'financial', 'united', 'situation', 'attitude', 'two', 'wei', 'province', 'resources', 'among', 'rapidly', 'plan']"
president,"[-0.08643997  0.03698199 -0.17369843 -0.15608941  0.25261295  0.02595014
  0.0248455   0.00575559 -0.2987884   0.1893351  -0.21983708 -0.00642387
  0.05578657  0.39535773 -0.33754638 -0.72194856 -0.04556044 -0.19036452
  0.42691848  0.37027502  0.14656961 -0.44849804 -0.48546693 -0.10284141
  0.01664098 -0.09701541 -0.15596424  0.27537486  0.47540927  0.40825275
 -0.38778257 -0.10263176 -0.25568232 -0.3418871   0.31891122 -0.35885054
 -0.16903336  0.10051826  0.30142778 -0.17402633  0.34866017 -0.02442229
  0.47017315  0.29740995  0.12475109  0.05602728 -0.26536414 -0.21105944
 -0.15706751 -0.28609052]","['prosperity', '2000', 'objective', 'historical', 'progress', 'rongji', 'moreover', 'principles', 'well', 'responsibility', 'stated', 'facing', 'scope', 'hand', 'year', 'understand', 'entire', 'crisis', 'lu', 'course']"
meeting,"[-0.07161055 -0.1693402  -0.24052763  0.04200604  0.07393456 -0.11982016
 -0.00398335 -0.11514393 -0.28144515  0.07910068 -0.00982693 -0.17629398
  0.08845812 -0.14534427 -0.00080592 -0.11774044  0.16695786  0.06605957
  0.12655222  0.02825845 -0.04010013 -0.09338504 -0.1699232   0.03691883
 -0.04007009  0.23897552  0.26126406  0.05493061  0.13776924  0.29369912
 -0.12131824  0.17473894  0.21066345  0.05023845  0.2336083  -0.08282807
  0.06683661 -0.23907481  0.12430669 -0.06661963  0.00324854 -0.28075302
  0.15452304 -0.01521887  0.11889197 -0.09474315  0.18720771 -0.14161792
  0.0785814   0.12142753]","['next', 'discussion', 'structure', 'failed', 'last', 'hard', 'ninth', 'cpc', 'progress', 'country', 'moreover', 'jintao', 'lu', 'real', 'plan', 'community', 'systems', 'make', 'high', 'paid']"
great,"[ 0.24289049 -0.451732    0.37617314 -0.4543174   0.08020765  0.12108174
 -0.07318544 -0.11686432 -0.02252006  0.18309717  0.16763784  0.06962355
  0.652237   -0.12381783 -0.06124724 -0.08917337 -0.16420345 -0.26606572
 -0.07963808 -0.19000009 -0.3840225  -0.01534012  0.20324337 -0.11554112
 -0.25680423 -0.2816004  -0.06863761 -0.02951272 -0.1405497   0.04284835
 -0.29147312 -0.29522327 -0.11511622 -0.3658691   0.18462224 -0.10951958
 -0.03989051  0.19216521  0.24809124  0.16078436  0.15812851 -0.3206006
  0.17484494  0.30711088  0.14675036  0.0383259  -0.33967993  0.33999878
 -0.12324628 -0.13483465]","['eight', 'enemy', 'peninsula', 'ability', 'matters', 'adopted', 'well', 'zhu', 'characteristics', 'drive', 'lu', 'sound', 'healthy', 'largescale', 'markets', 'implementation', 'struggle', 'leaders', 'amount', 'bush']"
visit,"[-0.13841602 -0.07958911 -0.08703585 -0.19260392  0.04640986  0.11783693
  0.10311444  0.34328362 -0.5223832   0.36623567 -0.0912366  -0.07063501
 -0.11327629 -0.25394034  0.267853   -0.12479593  0.07522745  0.22718291
  0.03436437  0.32652706 -0.09141935 -0.08161548 -0.3540004  -0.1112875
  0.29093513 -0.03998722  0.41435832  0.11628374  0.27681205  0.2263842
 -0.14206167 -0.22421812  0.16241038  0.0881239   0.00280168 -0.05309147
  0.2092411  -0.0713207  -0.17422605 -0.08017312  0.41114244 -0.02660953
 -0.01402283  0.10685646 -0.30711347  0.02711313  0.23946382 -0.02991723
 -0.42452526  0.15826304]","['circles', 'real', 'chief', 'personnel', 'move', 'october', 'structural', 'repeatedly', 'impact', 'zemin', 'country', 'korean', 'development', 'overseas', 'economic', 'ninth', 'hand', 'president', 'among', 'says']"
first,"[-0.09595557 -0.01070561  0.27037868 -0.01605448  0.29438648 -0.09732542
  0.02710709 -0.13684835  0.1505084   0.18591325 -0.07666673  0.00117051
  0.03833511 -0.31775793  0.08662409  0.3156639  -0.05246653  0.19998306
  0.01612524  0.05823028 -0.29306465 -0.17775667 -0.08599109  0.08277155
 -0.0062656   0.31671825  0.06157075  0.14558665  0.11500273  0.23187916
  0.22796187  0.05670055 -0.06974909  0.18354407 -0.07574359 -0.06082008
 -0.46380544 -0.3254541  -0.0521679   0.18957642 -0.13785546 -0.45930186
 -0.31260183  0.28932583  0.05295856 -0.24342163  0.17405584  0.02300031
  0.09656779  0.02296824]","['rights', 'traditional', 'zemin', 'importance', 'global', 'challenges', 'article', 'country', 'hoped', 'competition', 'reunification', 'could', 'systems', 'changes', 'governments', 'short', 'development', 'failed', 'funds', 'political']"
issue,"[ 0.00316359 -0.16329409  0.04916223  0.2785615   0.09775726 -0.03072266
  0.1955878  -0.10807104 -0.05897933 -0.06926749  0.04255763  0.06105142
 -0.04939415  0.12615056  0.09804759 -0.0866361  -0.11874114  0.0627177
 -0.19207643 -0.01551097 -0.0091637  -0.13217935 -0.27643746 -0.1818299
 -0.02993098 -0.0184713  -0.10287315  0.10427777 -0.14857736  0.07019442
  0.13110681 -0.12507759 -0.07734907 -0.19261599 -0.1345235   0.10803938
  0.05114654  0.18331848 -0.04530522  0.13921298 -0.07087892 -0.00277251
  0.14747618  0.1191804   0.12776297  0.01155984  0.10331845 -0.03121839
  0.11357957  0.1974938 ]","['failed', 'better', 'talks', 'significance', 'political', 'global', 'progress', 'rural', 'drive', 'efforts', 'situation', 'plan', 'cpc', 'correct', 'strengthening', 'interests', 'bush', 'added', 'effort', 'evil']"
policy,"[ 0.02239486 -0.32824945 -0.17451078  0.16784655 -0.0703362   0.06463782
 -0.02087938  0.05527374  0.06411922  0.0937418   0.00615076 -0.20351686
  0.08607691  0.10924811  0.08756419 -0.20592405  0.03903743  0.08780708
 -0.00232261 -0.01212388  0.19696386 -0.07658786 -0.22333924  0.03113157
  0.08576286 -0.3076455  -0.12029564 -0.03891476 -0.0534372  -0.05999098
 -0.04469161  0.13542691 -0.06455859 -0.0707972  -0.05755264  0.18289286
 -0.15472086 -0.07376276 -0.0866595   0.02901047 -0.11682846 -0.03000469
 -0.07309683 -0.07782528 -0.01801241  0.17355615  0.01883076  0.01010785
  0.1923323  -0.2218597 ]","['failed', 'early', 'complete', 'continued', 'political', 'antichina', 'socialist', 'made', 'characteristics', 'since', 'china', 'part', 'wto', 'changes', 'asked', 'cpc', 'united', 'talks', 'situation', 'family']"
security,"[-0.26315314 -0.1814663   0.28349587  0.09350964 -0.01324527  0.4163495
  0.06895333 -0.05920734  0.1928211  -0.15807423 -0.26697704  0.1387538
  0.0979035   0.31302264 -0.39227316 -0.14916754 -0.05264573 -0.10860114
  0.18187056  0.16626419 -0.06898704  0.14276946  0.36483002 -0.18766809
  0.01886314 -0.06370667 -0.0367008  -0.06852588 -0.16174035  0.19367829
  0.13929053 -0.03456734  0.03892868  0.03501336  0.00535235  0.33927837
 -0.37475428 -0.00448656  0.41516194 -0.20450935  0.0439033   0.12363552
 -0.17294973  0.13012733 -0.04951418  0.09649337 -0.2661821  -0.08028559
 -0.15344799 -0.01847581]","['living', 'territory', 'chen', 'enemy', 'characteristics', 'energy', 'network', 'plan', 'failed', 'well', 'indicated', 'certain', 'best', 'beginning', 'toward', 'demands', 'however', 'tenghui', 'whole', 'properly']"
li,"[-0.04086755  0.01624606  0.00915026 -0.09027886 -0.47364375  0.55901974
  0.50937146  0.05804317 -0.36075607  0.22274697 -0.11792533  0.12359935
  0.43337074  0.10647875  0.04389435 -0.18533337 -0.5308193  -0.47280654
 -0.4477847   0.25515938 -0.23580651 -0.13991416 -0.00504091  0.21558166
 -0.32080486  0.03221301 -0.0873802  -0.13672018  0.00277614  0.1753395
 -0.2748455   0.20227708 -0.43061137 -0.28866675 -0.0698546  -0.04707664
  0.49776715 -0.07234395 -0.30679736 -0.4857122   0.06555169 -0.24031945
  0.21855724 -0.05145358 -0.18776219 -0.33697852  0.59297585  0.03074419
  0.114687    0.02359815]","['deputies', 'commercial', 'last', 'allround', 'opportunities', 'exist', 'strong', 'hard', 'handling', 'bring', 'actively', 'asia', 'lies', 'situation', 'exercise', 'vigorously', 'expanding', 'ago', 'principles', 'industries']"
make,"[ 5.57942912e-02  3.91882360e-01 -1.17140554e-01 -6.35204604e-03
 -2.40142494e-01 -2.88126200e-01 -3.87908034e-02 -1.15888901e-01
 -1.85511366e-01 -1.51123136e-01  1.30251825e-01  1.88907608e-01
  1.22754082e-01 -2.93096691e-01  4.54515070e-02 -2.40873963e-01
  2.01119334e-01  1.68741327e-02  1.79491997e-01 -9.85862911e-02
 -1.87038779e-01  1.70043930e-01  2.21496701e-01  1.34032279e-01
 -1.10183083e-01 -1.44093156e-01  3.15274447e-01 -2.36474812e-01
  2.15497762e-01 -1.85941622e-01 -1.25368804e-01 -9.29761231e-02
  1.86995402e-01 -8.09645653e-02  2.58140802e-01  8.67471099e-02
 -1.11739963e-01 -4.11418527e-01 -4.42883819e-02 -1.43610135e-01
  4.09307599e-01  3.48677015e-04 -7.60653839e-02 -2.63387889e-01
 -4.23898041e-01 -1.36090085e-01  2.17836574e-01  3.39609571e-02
 -1.85193256e-01 -1.37589052e-01]","['city', 'jiang', 'pressure', 'later', 'establishment', 'growth', 'practice', 'stresses', 'korea', 'component', 'million', 'clearly', 'shall', 'civil', 'immediately', 'circumstances', 'beneficial', 'arrived', 'conference', 'according']"
zemin,"[ 0.04129783 -0.02309875 -0.11878864  0.17583497  0.03828723 -0.04172139
  0.04205155  0.00983552 -0.18053177  0.05098521  0.04619021 -0.26730028
  0.02485095 -0.00767843 -0.12060557 -0.22249475 -0.06899693  0.16939683
 -0.12324596 -0.2881241  -0.05545624 -0.19108711 -0.04062181 -0.18105812
  0.18346465  0.09472967  0.12110218  0.14682434  0.01183152  0.15645902
  0.06779478  0.22066285  0.03590434 -0.04384352  0.17387617  0.07864781
 -0.28138    -0.11819593  0.02558308  0.00277734  0.10167745 -0.1676303
 -0.11181599  0.05890778 -0.0898252   0.17750444 -0.27197734 -0.1920791
  0.02734014  0.02254596]","['complete', 'failed', 'political', 'question', 'attention', 'jintao', 'peace', 'implement', 'resources', 'diplomatic', 'discussion', 'paid', 'future', 'whole', 'ninth', 'management', 'europe', 'deputy', 'issue', 'common']"
situation,"[-0.1498007  -0.12520286  0.05614616 -0.0470192   0.1590485   0.00293423
  0.0023196   0.09429912  0.04743287  0.07613119 -0.03022975 -0.11425837
 -0.1138888  -0.07397933  0.07352078  0.16968507  0.02198681  0.1382806
 -0.15129526  0.02651589 -0.21126401  0.14080253 -0.21964255  0.0892907
 -0.09154086  0.0486963   0.10137442 -0.03865074 -0.15383267 -0.03134061
  0.02032353  0.00195092  0.06441392 -0.20525059 -0.12580077 -0.08710901
 -0.08976869 -0.06222067 -0.18689585  0.08445814  0.15240604 -0.08159786
  0.05411347 -0.02448871 -0.04138857 -0.12409888  0.18852976 -0.00534698
 -0.23859851  0.04596756]","['cpc', 'country', 'failed', 'stressed', 'global', 'department', 'united', 'seriously', 'parties', 'plan', 'systems', 'importance', 'human', 'positive', 'socialist', 'high', 'kind', 'percent', 'situation', 'may']"
however,"[ 0.04011535  0.11237792  0.03745553  0.13611941 -0.04614454 -0.07638351
 -0.11239912  0.03999437 -0.06348913 -0.03715938  0.09902176 -0.07518968
  0.05298393 -0.08478805 -0.08177427  0.02921851 -0.07294267  0.12484657
 -0.15622017 -0.05671959  0.05274453 -0.07292706 -0.03792264  0.07612401
 -0.05288741 -0.09390284 -0.2252797   0.02735261  0.00632055 -0.05037409
 -0.11567421 -0.03383153 -0.11824779  0.07248514  0.00853546 -0.06118686
  0.13418189  0.14146999 -0.05304536 -0.07174534  0.05734612 -0.04103651
  0.0185176  -0.08067145  0.004517   -0.19209383  0.20370121 -0.00186119
  0.03797852 -0.02889463]","['failed', 'united', 'know', 'made', 'community', 'strengthening', 'political', 'today', 'systems', 'complete', 'korea', 'high', 'future', '10th', 'plan', 'develop', 'view', 'aircraft', 'closely', 'ninth']"
trade,"[ 0.24058653  0.06263373  0.2692984  -0.00549879 -0.28258237 -0.15572175
  0.15008268  0.01757395  0.03509764 -0.02183753 -0.16487941  0.084146
  0.0129223   0.05519832  0.08137574 -0.152121    0.02487364 -0.0070602
 -0.03558114  0.10695063  0.07736194 -0.15129302  0.09240101  0.03079934
  0.12852955  0.05487134 -0.0355166  -0.2903256   0.00511092 -0.05599717
  0.24376757 -0.07732545  0.02527238  0.14461516 -0.20100042  0.09708832
 -0.25326192 -0.11786529  0.29352218 -0.13001889 -0.15329286  0.21188286
 -0.03177408  0.2124424   0.09841304  0.15176915 -0.13302499 -0.24395578
  0.07726537  0.0790019 ]","['crossstrait', 'political', 'failed', 'development', 'day', 'enemy', 'territory', 'parties', 'made', 'council', 'dialogue', 'toward', '100', 'part', 'demands', 'network', 'industrial', 'reunification', 'well', 'early']"
social,"[ 0.23828317  0.08857249  0.30491155 -0.1262108   0.28170174 -0.189399
  0.42454082 -0.4638388   0.28057587  0.36579502 -0.2509778   0.08156797
 -0.26166368  0.04229797 -0.07668224  0.10988103 -0.38469937 -0.28839946
 -0.28468782  0.12708214  0.05501915 -0.05058838  0.07409102  0.3187671
 -0.42150298  0.15426129  0.00087689 -0.03934128 -0.19251268 -0.02717988
  0.4368071  -0.01597777 -0.4240636  -0.47173387 -0.04099849 -0.00313393
 -0.04893625 -0.02168027  0.17257594 -0.23538513 -0.02207132  0.29161742
 -0.08350947 -0.2215681   0.06658688  0.43571055 -0.2627214  -0.04641958
  0.1839177   0.2586861 ]","['jiaxuan', 'protection', 'increase', 'western', 'views', 'series', 'brought', 'progress', 'meanwhile', 'qichen', 'along', 'activities', 'leading', 'march', 'held', 'territory', 'combat', 'council', 'living', 'currently']"
