单词,词向量,近似top20 
judicial,"[ 0.03291362  0.15855801 -0.00276309 -0.00658864  0.14069366 -0.355254
 -0.11638173  0.12518299 -0.03304105 -0.32861462 -0.07962979  0.05013728
 -0.18551253 -0.37441418 -0.04956602 -0.04593943  0.1546326   0.08209068
 -0.12491764 -0.38592958 -0.11860077  0.13764314 -0.02174462 -0.08618219
 -0.08604293 -0.06614356 -0.24838449  0.07230599  0.22426221  0.1054239
 -0.01390296 -0.03207771  0.06077188 -0.26046792  0.23072922 -0.08577079
  0.06928275  0.03666953 -0.09448098  0.0034424   0.00148359 -0.2842473
  0.02084592 -0.06936567 -0.17077018  0.15061109 -0.0211226  -0.09268501
  0.3392665   0.20060952]","['achieve', 'indeed', 'closely', 'prc', 'talks', 'enemy', 'policy', 'guiding', 'regional', 'competition', 'healthy', 'member', 'field', 'protecting', 'reunification', 'fields', 'began', 'established', 'history', 'different']"
gave,"[ 2.56353553e-04  9.70913023e-02 -3.10903415e-02  1.10092022e-01
  2.35696092e-01  1.07760765e-01 -1.42788244e-02 -9.67959538e-02
  7.26775900e-02 -5.55373542e-02 -2.98199039e-02 -1.32313251e-01
  2.41089091e-02  3.96719761e-02 -2.86957179e-03 -2.77322203e-01
 -7.92516842e-02 -1.04467243e-01 -1.22248553e-01  2.76739955e-01
  7.50388205e-02 -1.29337579e-01  8.86588767e-02 -4.52021882e-03
 -6.54363483e-02 -4.99852262e-02 -9.25336555e-02  7.92615786e-02
 -1.35653496e-01 -1.33515950e-02 -1.12368539e-01  4.59365547e-03
 -1.11993358e-01 -4.88447547e-02 -5.70884235e-02 -2.33460009e-01
  1.95569053e-01  5.23611568e-02 -1.77663594e-01  1.40954241e-01
 -2.62368806e-02  1.33279130e-01 -1.75868738e-02 -6.02194518e-02
 -1.81244642e-01  1.42149359e-01 -2.60985911e-01 -5.37776127e-02
 -1.39550284e-01 -2.35249370e-01]","['40', 'largescale', 'natural', 'onechina', 'task', 'effectively', 'expanding', 'network', 'nuclear', 'cult', 'gradually', 'modernization', 'interests', 'particular', 'later', 'defense', 'particularly', 'even', 'personnel', 'sea']"
population,"[ 0.15910877 -0.19244704  0.18791242 -0.00661573 -0.10980461 -0.07798429
 -0.08979218 -0.02101699 -0.05270256 -0.2899211  -0.06618258  0.07322917
 -0.10753202 -0.20741205  0.03390766 -0.02440816  0.1458647   0.127899
 -0.20644775 -0.22606616 -0.14183152  0.03946938  0.08500733  0.10644379
  0.04581691  0.09361555 -0.22958767 -0.02784342  0.03378776 -0.00430527
  0.44234982 -0.18550473  0.17320715 -0.2922818  -0.13141432  0.2167815
 -0.03299242  0.07016648  0.13249673 -0.25117683 -0.14601831  0.01616001
  0.28314608  0.04920033  0.12040202 -0.03180532  0.05095046  0.18100575
  0.02736334  0.17036687]","['opposition', 'early', 'history', 'information', 'challenges', 'made', 'tenghui', 'prc', 'really', 'parties', 'administration', 'promote', 'shall', 'moment', 'expand', 'views', 'course', 'elements', 'ability', 'small']"
40,"[-0.00617328 -0.41909602  0.18219125  0.05272837 -0.21335325 -0.0408113
 -0.11679111 -0.01238403  0.07464825 -0.25214902 -0.08949722 -0.17987177
 -0.12693316  0.07841603  0.21378034 -0.00795171 -0.03290581  0.08724944
  0.0348975   0.17398027  0.28673127 -0.13863915  0.1697954   0.04824927
 -0.0726152   0.27774367  0.14753896 -0.12418741  0.15262678  0.08063608
  0.1412486  -0.18561412  0.23515016 -0.18861103 -0.02316105  0.30972722
 -0.11113782  0.1427781  -0.0297633  -0.17296886  0.09916173  0.0181756
 -0.03405258  0.23391892 -0.09683708  0.10695769  0.18858169  0.27085504
  0.05525587 -0.25752026]","['relatively', '20', 'socialism', 'quite', 'days', 'house', 'income', 'motherland', 'reporter', 'concept', 'promote', 'service', 'budget', 'negative', 'exchanges', 'troops', 'fiveyear', 'historical', 'bring', 'lies']"
drive,"[-0.05297783  0.09119941 -0.05902961  0.20034799  0.13158065  0.07959186
 -0.13034265 -0.05548615 -0.02135531 -0.05050765 -0.04369121 -0.01380722
  0.03870194  0.19629352  0.0347385   0.02050466 -0.20283668 -0.09267543
 -0.01954761  0.10876869 -0.13926432 -0.05624176 -0.00077762 -0.05210102
 -0.1092392   0.10563202 -0.0527817  -0.06227946 -0.06363863 -0.08593398
 -0.05706691  0.02400268  0.05099247  0.05441937 -0.12604551 -0.08261506
  0.05659666 -0.18177298 -0.11601357  0.10607104 -0.09697443  0.08406841
  0.00918752 -0.1149947   0.10360037  0.04507947 -0.15966438 -0.01964653
 -0.08807189 -0.10246385]","['workers', 'develop', 'nuclear', 'defense', 'reason', 'task', 'gradually', 'onechina', 'modernization', 'effectively', 'judicial', 'network', 'natural', 'propaganda', 'resources', 'vice', 'israel', 'failed', 'emphasized', 'developed']"
received,"[-0.00362096  0.03319291 -0.02247822  0.09362897 -0.11097997  0.03746302
 -0.00051558  0.08022132  0.11193907  0.04698154 -0.05803005  0.08934283
  0.01039769 -0.1185689   0.08574245 -0.22518548 -0.05804569  0.21386571
 -0.02612705  0.03510532 -0.01918956  0.08460252  0.09013774  0.09485786
  0.00447479 -0.05241189 -0.11789216  0.00062176 -0.0548186   0.04790116
  0.0471791  -0.03851168  0.1712888   0.03308262 -0.07949935  0.01727751
 -0.00937659 -0.01841655 -0.08087905  0.05218314 -0.05789395 -0.1125147
 -0.07200421  0.20779884  0.1177553  -0.19541782  0.13579232  0.18239339
 -0.19124918 -0.17921956]","['tang', 'role', 'rate', 'theoretical', 'high', 'goal', 'course', 'implementation', 'workers', 'cpc', 'global', 'stated', 'shanghai', 'responsible', 'current', 'financial', 'hard', 'funds', 'province', 'handle']"
best,"[ 0.04453285  0.29354787  0.13100249  0.29999903  0.05425283 -0.0532327
  0.16594459 -0.02157122 -0.00492472 -0.08945691 -0.3328711  -0.01781289
  0.16436684 -0.18080243  0.05893128 -0.3647547  -0.19739519  0.33427918
 -0.11043703  0.01229138  0.03843706  0.06368211  0.12821914 -0.13570984
 -0.2872989  -0.07840297 -0.18986344  0.06871375  0.06049058 -0.11482237
  0.03050076  0.02102097  0.00187839 -0.12666649 -0.06106111  0.00253111
  0.09598694 -0.02575975 -0.05109904  0.09411546 -0.2091404  -0.06425529
  0.1169544  -0.00762795 -0.16766983 -0.3067431   0.00816668  0.3202095
  0.05658543  0.15943965]","['moment', 'large', 'began', 'direct', 'greater', 'funds', 'big', 'investment', 'internet', 'wu', 'qian', 'drive', 'agriculture', 'history', 'rate', 'province', 'sinojapanese', 'antichina', 'xinhua', 'diplomatic']"
remain,"[-3.8610764e-02 -4.1301422e-02  6.6182730e-03  4.4342633e-02
 -9.6777104e-02  5.3261194e-02  6.0745817e-02  1.5815457e-02
 -1.8292765e-01 -3.8101390e-02  1.8380787e-03  1.7045125e-01
 -1.1537202e-02  9.4470002e-02  2.6472986e-01 -1.0566112e-01
 -3.2095350e-02 -7.5741097e-02 -4.0238560e-04  9.2978574e-02
  5.0212745e-02  1.5761463e-02 -4.4952933e-02 -8.0939330e-04
  1.1829213e-01 -8.6573869e-02 -8.2869157e-02 -7.6580439e-03
  3.2966554e-02 -4.1896082e-02 -4.8968639e-02 -6.1060335e-02
 -1.8014397e-01 -3.0315228e-02 -4.2810619e-02 -4.1373950e-01
  1.8929395e-01 -2.9444480e-01 -2.2930668e-01  2.6006323e-01
 -8.3724931e-03 -2.6291745e-02  1.1268423e-01 -1.6891043e-01
 -7.2751217e-02 -6.6751942e-02 -3.6208576e-01 -2.9848861e-02
  9.1513611e-02  7.0777573e-02]","['requirement', 'building', 'department', 'japanese', 'integrity', 'business', 'onechina', 'whole', 'beginning', 'reason', 'financial', 'big', 'israel', 'network', '2', '40', 'speed', 'efforts', 'look', 'investment']"
forms,"[ 0.05497207 -0.19964418  0.06972975 -0.06476894 -0.0701208   0.05770712
  0.01040809 -0.32013455 -0.10329591  0.0819765  -0.06401119  0.09813529
  0.14942808  0.01643215  0.12334336 -0.01732595  0.08415029  0.09334317
  0.03472596  0.1225925   0.17676988 -0.30773082 -0.12457199  0.07513542
 -0.01875265  0.00329465  0.0380963  -0.19580698  0.03313453 -0.16123584
 -0.06164119  0.06576697 -0.03705298 -0.14239655 -0.00905152 -0.17288709
 -0.01591365 -0.0862169   0.10419508 -0.11753251  0.23136383 -0.01163451
 -0.05786195 -0.17456391  0.01020793 -0.07301539 -0.27741688  0.10738727
  0.08651088  0.09267875]","['speed', 'business', 'peoples', 'department', 'later', 'fact', '2', 'day', 'adopt', 'standing', 'concerned', 'hopes', 'meanwhile', 'program', 'threat', 'accordance', 'environment', 'antichina', 'investment', 'open']"
welcome,"[-0.178093    0.09368946  0.09403675  0.0063759   0.19023046 -0.10536623
 -0.27974626  0.06746216  0.3867227   0.23927064 -0.11874564 -0.09873331
 -0.07172944  0.03719224 -0.07968434 -0.01853293  0.01409034  0.04666432
  0.08930835  0.04264075  0.19803044 -0.05383481  0.1260034   0.1212644
 -0.16960235 -0.15995237  0.06647456 -0.15507425  0.12575035  0.2801965
 -0.08339829  0.07257456  0.06143116 -0.15339276  0.07547895  0.04629781
  0.2243488   0.2034553  -0.15426631  0.12216888  0.1437316   0.04342767
 -0.11385314  0.13196607 -0.03731968 -0.04434641  0.1624708  -0.02233003
  0.09628143 -0.21001332]","['cult', 'together', 'progress', 'unity', 'even', 'mutual', 'management', 'theory', 'make', 'sea', 'lu', 'diplomatic', 'failed', 'theoretical', 'began', '12', 'regarding', 'something', 'rate', 'guiding']"
throughout,"[-1.22129329e-01 -7.44771883e-02  1.32614315e-01 -2.31111363e-01
  1.04107231e-01  2.44609937e-01 -5.67352712e-01 -5.66085875e-01
  2.03825653e-01  2.74785459e-01  2.89974153e-01  1.08082958e-01
  2.78507620e-01  6.33903980e-01  3.99234414e-01  4.08760458e-01
 -1.33549094e-01 -5.44345856e-01  1.28953561e-01  5.84340215e-01
 -2.96187699e-01  1.06407881e-01 -6.59033418e-01  2.44100779e-01
  6.38905287e-01  1.40082994e-02  3.94206524e-01 -3.64423096e-01
 -7.69832954e-02  1.05731443e-01 -2.51113772e-01 -3.00148815e-01
  9.36820135e-02 -5.29775047e-04 -3.57954949e-01 -1.62436143e-01
 -1.93059012e-01  1.50279962e-02 -5.32500684e-01  1.88189015e-01
 -4.09086257e-01 -3.08276117e-01 -2.09365964e-01  1.61157101e-01
  1.69053569e-01  1.41728386e-01 -1.07737444e-01 -2.02314153e-01
 -7.60031790e-02  9.98821706e-02]","['effective', 'deeply', 'interest', 'especially', 'traditional', 'grassroots', 'falungong', 'government', 'real', 'sound', 'command', 'step', 'industry', 'central', 'south', 'general', 'addition', 'forum', 'rich', 'successfully']"
lu,"[-0.58056587  0.20239003 -0.32852373 -0.12164514  0.2802792   0.0199365
 -0.2517158   0.45736203  0.13025412 -0.3163139   0.01405237 -0.02936381
 -0.5087051  -0.08385757  0.10743827 -0.43126002 -0.21594203  0.15793642
 -0.06691452  0.02468209 -0.14594764  0.22552039  0.16401488 -0.36714503
 -0.14706118  0.09412847 -0.07546642  0.31779033  0.26361126  0.06207133
 -0.06502791 -0.02058314 -0.09945659  0.08666386  0.4593282  -0.02800766
 -0.22370474 -0.07049729 -0.3738119  -0.08500539  0.27725902 -0.36858743
 -0.05063079  0.10476339 -0.14884204 -0.09751264 -0.21411113 -0.07595029
 -0.17138147 -0.20610352]","['matter', 'four', 'students', 'together', 'rapidly', 'guiding', 'official', 'education', 'nearly', 'regarding', 'although', 'young', 'rules', 'advanced', 'maintain', 'representatives', 'summit', 'show', 'find', 'tasks']"
became,"[-0.14126818  0.04888083 -0.02630322 -0.08227153  0.12614653 -0.02400042
 -0.18739882  0.119476    0.06568626  0.0505829   0.16735114 -0.10495239
 -0.15428914  0.21510948 -0.07004014  0.09435317 -0.09920894 -0.09238403
  0.09973084  0.0628536  -0.13452125  0.03652374  0.151994   -0.10854444
 -0.06162105 -0.05378074  0.18761215  0.06064785  0.11316688  0.15304084
 -0.03988426  0.17937054 -0.03781537  0.04776403  0.08271694  0.0694126
 -0.10932543  0.05666203 -0.10166278  0.06787551 -0.16321097 -0.00023853
 -0.15597205  0.13898669 -0.1061666   0.13751392  0.10217876 -0.01476085
 -0.00335571 -0.14011529]","['actually', 'difficult', 'historical', 'cult', 'members', 'relationship', 'reunification', 'resources', 'using', 'duty', 'failed', 'first', 'past', 'industries', 'npc', 'something', 'better', 'personnel', 'israel', 'unity']"
antichina,"[ 0.1995017   0.11652295 -0.01197264 -0.14045388  0.17561504 -0.00402079
  0.43665785  0.35269293 -0.1919985  -0.4439933  -0.11907519 -0.00081561
 -0.00474538 -0.17918506  0.01092034 -0.23614739  0.07791061  0.12087675
 -0.04245786 -0.14220247 -0.07627875  0.2629711   0.21604283  0.04155654
 -0.27473086  0.32579473 -0.17177348  0.35644728 -0.07005753 -0.04984401
  0.10791814  0.12682447 -0.14795895  0.16663933  0.06902485 -0.00838509
  0.26123816 -0.18485428  0.19978707 -0.16610889 -0.13111046  0.10992211
  0.2787445   0.07526387 -0.32305714  0.14365421 -0.11300222  0.3135641
  0.03286082 -0.00330342]","['direct', 'going', 'need', 'big', 'britain', 'eight', 'stresses', 'contacts', 'saying', 'rapidly', 'point', 'strait', 'currently', 'requirement', 'crisis', 'attended', 'elements', 'hope', 'production', 'xinhua']"
lies,"[ 0.10776022  0.04493034  0.1648716  -0.02594301  0.00328733 -0.03252365
  0.0060566  -0.08941375  0.01715465  0.00074336 -0.11439338 -0.07199849
 -0.03149617 -0.0703656   0.02887694  0.09778304 -0.04871981 -0.01669853
  0.01383346  0.1110724   0.03217052  0.06267362  0.00444729  0.11137725
 -0.07924021 -0.0466529   0.09146571 -0.06663254 -0.07229605 -0.04628142
  0.0860115  -0.03351801 -0.1103913  -0.03834125  0.01856029 -0.00781922
  0.11831956  0.03175307  0.0317567   0.03785075 -0.06761933  0.02331479
  0.05946247 -0.06343616 -0.07751061 -0.03161792  0.01351502  0.10275128
  0.08823248  0.12991212]","['failed', 'natural', 'investment', 'views', 'communist', 'moment', 'nuclear', 'something', 'province', 'talks', 'exchanges', 'build', 'parties', 'dialogue', 'demands', 'stresses', 'task', 'workers', 'peace', 'later']"
later,"[-0.1472595  -0.20634681  0.07780384 -0.11362141 -0.15592065 -0.09255578
 -0.06048495  0.08512855 -0.01782541 -0.02786411  0.15107092 -0.06957832
  0.01806352  0.08420344  0.14935942 -0.00709015 -0.10819291 -0.04173812
  0.268121    0.07599194  0.16516554  0.04703942  0.0193477  -0.01950485
 -0.06564716  0.1808597  -0.07210116 -0.17943054  0.13322815  0.14629126
 -0.10867898  0.06162731  0.09511909  0.1420335   0.15657073 -0.00869995
  0.0512048   0.1087132  -0.19995606  0.05328045  0.10753191 -0.00181933
 -0.03348082  0.2270923   0.04197613  0.19878425 -0.10146835  0.03064287
  0.0687192  -0.4253378 ]","['actually', 'asia', 'job', 'cult', 'hard', 'advance', 'service', 'office', 'historical', 'political', 'get', 'conducted', 'deputies', 'socialism', 'even', 'peninsula', 'resources', 'member', 'provincial', 'future']"
look,"[ 0.06153381 -0.1034618   0.11618578 -0.03890429  0.07063622  0.06136592
 -0.0508076  -0.08054736  0.13464299  0.17144467 -0.11647207 -0.01604841
  0.07855493  0.0417671   0.00861334  0.04664663  0.13715686 -0.00890223
 -0.04338569  0.01215719 -0.00213221 -0.15385778  0.1962499   0.05444944
 -0.03854605  0.030081    0.04777674  0.02315037 -0.00942719 -0.02455808
 -0.02485966  0.23730835 -0.0287788  -0.06571075 -0.1155012  -0.17973556
  0.09379072 -0.06304388  0.04617348  0.12397259  0.05834058 -0.0177548
  0.12603801 -0.15888673 -0.02833665 -0.01152556 -0.12952691 -0.1285051
  0.00674253 -0.04233178]","['onechina', 'clear', 'expanding', 'day', 'network', 'effectively', 'adopt', 'nuclear', 'come', 'natural', 'antichina', 'business', 'standing', 'concerned', 'failed', 'department', 'improvement', 'sea', 'leading', 'possible']"
essence,"[-0.040238   -0.27719268 -0.01599026  0.04007884 -0.33012193 -0.05800075
 -0.076061    0.16306713 -0.16001943  0.10999777 -0.10375872  0.21277742
 -0.0320622   0.08844133  0.16374734 -0.03825575 -0.04932876 -0.07044119
 -0.08705321  0.01127325  0.0170938   0.21925977  0.03016642 -0.09631646
 -0.04110782 -0.0033016  -0.00310342 -0.06895754  0.10126428 -0.10814255
  0.1629483  -0.15235814  0.00732139  0.05815995 -0.08239727 -0.05351802
  0.06739172 -0.04100613  0.00754718  0.08318038 -0.01628952 -0.00602462
  0.08762714 -0.05111374  0.02968673 -0.05657488  0.02640225 -0.03394794
  0.22058976  0.07468814]","['positive', 'political', 'made', 'japanese', 'beginning', 'workers', 'resources', 'early', 'open', 'integrity', 'high', 'reports', 'exchange', 'prc', 'friendship', 'failed', 'department', 'get', 'communist', 'adopt']"
manner,"[-0.09756374  0.04972574  0.03166257  0.09236316 -0.38054872 -0.06987789
 -0.20941609  0.20689173  0.03488141  0.18702146 -0.10444915  0.2506228
 -0.3226105  -0.10773802  0.15617022 -0.15925203  0.04754433 -0.08806612
  0.07742072  0.02231637 -0.15993553  0.21749647  0.20283711 -0.23702778
 -0.07466266 -0.04943684 -0.09338639  0.12896848  0.20653777  0.10024889
  0.05050681 -0.17105483  0.00261301  0.1505143  -0.06261691 -0.11848465
 -0.14780284  0.12565532 -0.2736243   0.27006188 -0.16270421 -0.16435958
  0.2341822   0.24790253  0.0689212  -0.16713797 -0.03407183 -0.11425166
 -0.05594655  0.0082411 ]","['integrity', 'prospects', 'deal', 'role', 'maintain', 'show', 'called', 'china', 'socialist', 'well', 'high', 'positive', 'look', 'success', 'committee', 'made', 'congress', 'anniversary', 'seek', 'get']"
told,"[-0.16751978 -0.05050133 -0.14870404  0.09300461 -0.18572251  0.06370583
 -0.3938169   0.13635847  0.1972696  -0.19481747  0.166865   -0.13052921
  0.0309372   0.01008584 -0.01821891 -0.25653064 -0.25728112  0.11315465
  0.23408869  0.08816838  0.13721941 -0.11403737  0.24896073 -0.27909625
  0.12547614 -0.16662978 -0.02972759 -0.10357269  0.12521265  0.355762
 -0.276068   -0.29616404  0.15536731  0.09112652  0.1353545   0.2049338
 -0.17206487  0.4386098  -0.32867932  0.26922217 -0.02621705 -0.22565898
  0.01015783  0.2026194  -0.1316504   0.09908303  0.01676658 -0.20782642
 -0.30636272 -0.38094896]","['social', 'service', 'cult', 'progress', 'deputies', 'house', 'electronic', 'common', 'historical', 'tax', 'command', 'tasks', 'lies', 'requirements', 'negative', 'representatives', 'theory', 'provincial', 'show', 'within']"
attaches,"[ 1.1746792e-01  4.7575748e-01 -3.4967530e-01  4.0499321e-01
  2.0316359e-01  5.1273263e-01 -3.8990542e-01  2.9188764e-01
 -1.2037997e-02 -5.2200012e-02  1.1818186e-01 -1.5649508e-01
  2.9723318e-03 -9.3265176e-02 -4.3527201e-01 -1.3045964e-01
 -1.6995852e-01  1.1334290e-01 -1.3193284e-01 -3.4877652e-04
 -5.4646587e-01  2.6221424e-01  4.5290425e-01  1.0107238e-01
  6.4365260e-02 -3.3417228e-01 -1.3965314e-03  4.1721582e-01
 -4.8672655e-01 -4.5797423e-01  4.9272429e-02 -5.7218947e-02
 -2.1157755e-01  2.0918906e-01 -2.8301228e-02  9.6536063e-02
  2.0130566e-01 -2.7678743e-01  5.8579046e-01  4.1351867e-01
 -2.6936266e-01 -6.0383484e-02 -2.7948502e-02  1.7522649e-01
 -1.2812942e-01 -1.9171971e-01  4.9932763e-01  1.6543095e-01
 -2.6464000e-01 -1.9099090e-02]","['opening', 'west', 'shuibian', 'sectors', 'amount', 'questions', 'hand', 'implementation', 'changes', 'hope', 'expressed', 'planes', 'matters', 'functions', 'xinhua', 'thanks', 'enterprise', 'find', 'struggle', 'first']"
press,"[-0.05066512  0.06686094  0.24337943  0.17421028 -0.00141405 -0.25318432
  0.2224999   0.26649624 -0.09219153  0.17354883 -0.19741037 -0.0076433
  0.20272142  0.01883977 -0.02342907 -0.09317891  0.02840178  0.18161303
  0.259248   -0.35142592  0.06013918  0.12323285  0.25483346 -0.5216001
 -0.33935264  0.09735694 -0.12537797 -0.01894131  0.3828811   0.15318216
 -0.2700987   0.24452208  0.05589433  0.10358686  0.07012545 -0.09118035
  0.3240271  -0.00960307 -0.07414493  0.31822348 -0.05370478  0.17213061
  0.21497647  0.03012363 -0.4291359   0.20000474  0.1057082  -0.20377247
  0.43716592  0.12826827]","['strategy', 'nmd', 'late', 'relationship', 'protecting', 'process', 'closely', 'opportunity', 'seek', 'socalled', 'onechina', 'arrived', 'question', 'contacts', 'come', 'needs', 'strait', 'regard', 'clear', 'rapidly']"
jiaxuan,"[-0.00921781  0.31716132  0.07116384  0.28168297 -0.22968826 -0.13644253
 -0.38489008  0.1597519   0.19835371  0.11052589  0.11122451  0.08221088
 -0.27647892 -0.23502928 -0.20684552  0.04048749 -0.12374616  0.15660594
  0.17301834 -0.08468038 -0.17678356  0.35564828  0.02154814  0.19287317
 -0.05839021 -0.04666823 -0.03093049 -0.1631657   0.12103618  0.3647802
  0.00938195  0.09434531  0.2862502  -0.00276133 -0.16728866  0.31506225
  0.03207195  0.32106772 -0.28188956  0.2702077  -0.27024725 -0.21371414
 -0.02026403  0.45860678  0.04252772 -0.09122597  0.6250149   0.23512349
 -0.07529394 -0.24382107]","['based', 'evil', 'push', 'shanghai', 'make', 'structural', 'president', 'different', 'drive', 'iraq', 'component', 'cppcc', 'attention', 'progress', 'beneficial', 'see', 'management', 'opportunities', 'duty', 'organized']"
planning,"[ 0.16659887  0.2015034  -0.22824173  0.00573256  0.12166192 -0.14896515
  0.2675583   0.02038589 -0.10885636 -0.18274522  0.18122934  0.04900524
 -0.00903169 -0.10203553 -0.39138722  0.05064365  0.21095756 -0.09361594
 -0.22992454 -0.34490418 -0.05971111  0.05195466 -0.21743953  0.16149923
  0.1187873   0.3096197  -0.01378808  0.10890453 -0.10001541 -0.02665546
  0.11189438  0.03860969  0.05653267 -0.14285046  0.07894458  0.0791866
  0.0960277   0.13516945  0.12111685 -0.0572994   0.08002769 -0.10570303
  0.01043758 -0.10474847  0.07046092  0.22865601  0.20175295  0.01580928
  0.10435652  0.01014292]","['committees', 'university', 'elements', 'stresses', 'today', 'present', 'regional', 'better', 'small', 'attended', 'join', 'premier', 'defense', 'fields', 'european', 'indeed', 'opinions', 'opportunities', 'act', 'build']"
looking,"[ 0.20448777 -0.2710281   0.15950124  0.14095005 -0.02497139  0.08012729
  0.26286554  0.133576   -0.07728294  0.27885354 -0.35066637  0.23961155
  0.29764777 -0.01814687  0.14704521 -0.20927565  0.03866577  0.11280648
 -0.02977823  0.00733374  0.14317079 -0.11213893  0.5039529   0.01170338
  0.09281675  0.15486246 -0.151609   -0.09284557 -0.1210373  -0.08981665
 -0.0140985   0.31824118  0.2517373  -0.04756121 -0.22772257 -0.4318234
  0.2303677  -0.31061715  0.03717744  0.18279077 -0.07618058  0.03304683
  0.31096983 -0.06826533 -0.03099313 -0.02466695 -0.11018246  0.12517162
 -0.04023185 -0.02664741]","['core', 'clear', 'requirement', 'jiang', 'believe', 'allround', 'later', 'friendship', 'society', 'close', 'soon', 'adopt', 'exchange', 'business', 'nature', 'highly', 'beginning', 'effectively', 'socialist', 'onechina']"
sinojapanese,"[-0.07692415  0.23094891 -0.51784307 -0.36530626  0.4453584   0.49913397
 -0.16791663 -0.57316995  0.1837314  -0.3131264   0.3998471  -0.3468434
 -0.03463767  0.30130044 -0.38727584  0.27947205 -0.19227214 -0.51520884
 -0.21608417  0.48872593 -0.27372587 -0.70526564 -0.27003136  0.34178782
  0.3135084  -0.4360791   0.3392894   0.27371326 -0.5821156  -0.08160289
 -0.10254415 -0.25712568 -0.5325092   0.28510714  0.07794948  0.19856851
 -0.20457454  0.00985635 -0.10718841  0.00474781  0.21321237 -0.05404976
 -0.36332485 -0.48444834 -0.04019176  0.19717726 -0.0268506  -0.1974258
 -0.37682298 -0.08633011]","['technology', 'secretary', 'authorities', 'leader', 'especially', 'total', 'afternoon', 'mainly', 'continue', 'left', 'mechanism', 'played', 'ahead', 'extremely', 'carry', 'making', 'departments', 'west', 'certainly', 'successfully']"
family,"[ 0.08007828  0.35438406  0.15217318  0.05656846 -0.1577529  -0.16637088
 -0.0018576   0.05022299 -0.11355835 -0.00441429 -0.15484305  0.17099701
  0.09452143 -0.12184527 -0.06056671  0.08121698 -0.11280113  0.2035556
  0.06111187 -0.13042958 -0.21805802  0.1301711   0.03832606 -0.02685728
 -0.06751072 -0.11418957 -0.02585417  0.08549236  0.00774305 -0.06184216
 -0.12169231  0.03614487 -0.08273566 -0.04184946 -0.10289924  0.11361469
 -0.00949807  0.12253224 -0.04831952  0.13862517 -0.42723933 -0.11873048
 -0.0473512  -0.17506278 -0.21678424 -0.19107734  0.0569088   0.03317448
  0.21274793  0.5071951 ]","['chen', 'democratic', 'full', 'moment', 'province', 'first', 'ways', 'others', 'antichina', 'field', 'talks', 'attempt', 'received', 'global', 'healthy', 'session', 'diplomatic', 'signed', 'toward', 'dialogue']"
launched,"[-0.09827048 -0.07909252  0.0334875   0.04525513 -0.1685514  -0.11032248
  0.10674361 -0.08075705 -0.01967898 -0.02596716 -0.09243531  0.0047836
  0.12225777 -0.0730214   0.17985016 -0.06616864 -0.1095437   0.28580216
  0.02160881 -0.06899838  0.22477181  0.16781646 -0.19692023  0.1565432
 -0.08239818 -0.04515957  0.09999529 -0.14245932  0.05988504  0.06027578
 -0.16521059 -0.01270006  0.16963431 -0.07856786  0.09750398  0.18912426
 -0.13052392  0.06371432 -0.0761091  -0.12176809  0.01975098 -0.06231625
 -0.19483142  0.15437353  0.06253359 -0.09483561  0.12312523  0.32070935
  0.01643251  0.06498173]","['rate', 'electronic', 'drive', 'office', 'province', 'contributions', 'beneficial', 'says', 'investment', 'hard', 'build', 'vice', 'scope', 'since', 'kind', 'immediately', 'europe', 'develop', 'advance', 'make']"
britain,"[ 0.03053482 -0.29774722 -0.30617386 -0.07859625 -0.0547084  -0.13850428
  0.08518639 -0.04633406 -0.15807463 -0.02035744  0.01715197 -0.08271238
  0.23394808 -0.09321244  0.06186849 -0.33399206  0.08301791 -0.03104945
  0.22918212 -0.29927802  0.31224498 -0.22319858 -0.2626654  -0.41516638
 -0.11896804 -0.00844494 -0.05733312  0.17008875  0.16521302 -0.07346664
 -0.26835948  0.07161383 -0.03899558  0.25934216  0.26497793 -0.03576749
 -0.22659543 -0.00495047  0.15563516 -0.24931145  0.13344131  0.16502725
 -0.15053062  0.14777656 -0.06982756  0.160355   -0.08466674 -0.23197995
  0.05132854  0.00050461]","['situation', 'united', 'september', 'guidance', 'laid', 'staff', 'threat', 'socalled', 'position', 'facilities', 'kinds', 'peoples', 'living', 'plan', 'kind', 'contributions', 'establish', 'training', 'created', 'production']"
ways,"[ 0.02806368  0.1371875  -0.16186975  0.32226273 -0.08852337 -0.02307688
  0.02946899  0.20333421 -0.08523019 -0.23549962 -0.10362747  0.07153294
 -0.23004375 -0.35121018  0.0579923  -0.28013012 -0.23638152  0.25311348
 -0.04092615  0.01923206 -0.12359498  0.08055154  0.29726303 -0.06324959
 -0.05585746 -0.02027498 -0.26958746  0.18154435  0.00037179 -0.0386217
  0.09243234 -0.09416972 -0.08003917  0.13234203  0.03159375  0.0968246
  0.1544644  -0.14887588  0.3136967  -0.00822791 -0.07080606  0.10683732
  0.20015356 -0.04644287 -0.05415782 -0.0819456  -0.07212763  0.09663901
 -0.08600836 -0.09790668]","['going', 'facing', 'amount', 'well', 'nearly', 'may', 'help', 'handle', 'eight', 'xinhua', 'course', 'big', 'saying', 'positive', 'called', 'high', 'wei', 'internet', 'maintain', 'existing']"
